,abstract
52,rute rupa salah aktivitas proses penditribusian proses rute gerak zona villahtex pilih rute distribusi laku dasar kemudi informasi jarak tempuh lokasi kirim kondisi rugi tanggulang akibat lambat kirim usaha konsumen tuju teliti rute kendara jarak tempuh efisien biaya transportasi efisien teliti banding metode saving heuristic prosedur ulang hasil rute masingmasing layan langgan aplikasi logware buah program sedia modul optimasi giat logistik distribusi logware rupa aplikasi batu solusi rute optimal dasar data olah metode saving heuristic aplikasi logware hasil metode saving heuristic minimum banding aplikasi logware hasil biaya rute biaya rute
53,rimba djaya raya perkasa rupa usaha supplier produksi hasil tambang giling batu lokasi sumedang cianjur hasil produksi giling split pasir kuarsa batu pasir pasang pasir beton kuantitatif usaha produksi jual produk skala sistem transportasi alat berat industri tambang vital dukung giat produksi jaga sistem transportasi alat berat kerja optimal strategi pelihara tunjang sistem produksi sesuai kerangka berfikir usaha teliti tuju bantu usaha kriteria kriteria pelihara dumptruck safety biaya fasilitas teknik pelihara pilih strategi pelihara dumptruck prioritas usaha strategi pelihara gabung metode ambil putus multi atribut madm topsis bobot relatif kriteria pelihara alternatif solusi urut metode metode topsis ranking solusi pilih strategi pelihara dasar hasil olah data bobot alternatif corrective maintenance preventive maintenance predictive maintenance maintenance bobot preventive maintenance rupa hasil bobot metode nilai metode topsis predictive maintenance rupa hasil peringkat nilai gabung strategi pelihara masuk usaha kebijakankebijakan implementasi strategi pelihara perkasa
54,kembang dunia industri pesat laku usaha evaluasi kerja kerja usaha jalan usaha perhati hadap efektifitas efisiensi produktivitas peneltian laku usaha giat produksi rumus harap kerja disiplin fokus jalan kerja usaha target kerja operator kualitas kuantitas tuju teliti optimal operator dasar beban kerja pengaruh beban kerja hadap produktivitas usul tingkat produktivitas metode hitung beban kerja hitung beban kerja operator wing line helper wing line dasar hitung beban kerja beban kerja operator wing line operator wing line helper kerja optimal dasar analisis beban kerja wing line orang wing line orang helper orang responden teliti orang data olah regeresi hasil hitung dasar regresi rendah beban kerja produktivitas rancang beban kerja tingkat produktivitas kondisi ruang kerja suai kapasitas kerja tingkat motivasi
55,ramal metode nilai data teliti tulis bahas kena ramal nilai impor industri tekstil produk tekstil menteri industri republik indonesia ramal laku model ramal model grey system model time series model grey system metode model time series metode regresi linear data data metode metode regresi linear asumsi data data syarat metode regresi linear data minimal data hasil ramal metode banding nilai efesiennya ramal nilai errornya angka metode cari ketidakpastiannya error banding nilai efisiensi mean absolute percentace error mape hasil mape metode metode regresi linear simpul nilai mape metode milik selisih arti metode ramal error angka metode pilih alternatif metode ramal banding metode regresi linear metode milik hasil mape rendah metode regresi linear data batas milik data historis metode pilih metode menggukan data batas
56,kembang saing kendara komersial commercial vehicle atpm agen tunggal pegang merk tingkat proses produksi isuzu astra motor indonesia agen tunggal pegang merk isuzu tingkat produksi penuh butuh pasar saing kompetitor manajemen laksana salah program cost conscious tingkat efisiensi sumber daya masuk material power proses alat departemen laku cost reduction salah dukung program manajemen proses gudang kait handling komponen proses produksi rupa next proses gudang proses pindah komponen gudang proses ulang area luas gerak operator seba efisensi proses tingkat efisiensi proses laku terap toyota production system laku standar kerja tools yamazumi chart bantu proses kaizen hasil tingkat efisiensi dukung program manajemen laku cost reduction operator tara
57,rupa usaha manufaktur produksi printer scanner produk utama part anggap part utama teknologi produksi inhouse divisi part production jaga jamin kualitas produk milik divisi part production tingkat cacat izin total produksi tingkat cacat izin variasi sesuai tingkat sulit produk salah model milik tingkat cacat ratarata metode analisis usaha metode analysis metode temu utama cacat tuju teliti evaluasi kondisi akar cacat usul turun cacat metode diagram pareto critical part milik cacat jenis cacat analisis metode fault tree analysis analisis metode aljabar boolean hubung poin kritis dasar hitung dasar hasil olah data diagram pareto data cacat dominan part spur geard paper guide front frame jenis cacat dominan part spur geard dent part paper guide front bending part frame part stuck dasar utama cacat jenis dent mold cleaning minimal utama jenis cacat bending salah pasang salur dingin mold minimal utama jenis cacat part stuck kesalalahan konstruksi mold minimal tindak usul kerja proses mold cleaning dokumentasi parameter standard pasang salur dingin laku proses review tahap desain konstruksi mold sesuai
58,sedia rupa aset harga kelola usaha hadir investasi untung kelola sedia manfaat sedia beban usaha fokus utama kelola sedia efektivitas efisiensi sumber daya usaha tuntut ambil tindak bijak hadap sedia sengaja sedia objek teliti teliti bahan baku ferrosimg solar rupa salah anggap nilai gudang divisi tempa pindad persero kendala hadap kelola sedia divisi bijak sedia anggap optimal timbul bengkak biaya sedia utama hadap sedia deterministik bijak sedia optimal biaya sedia diminamalisisir sizing placing rupa kunci optimal biaya sedia dasar alas teliti tuju usul bijak sedia optimal bahan baku metode teliti beberpa metode determinisik dinamis algoritma wagnerwithin silver meal rupa metode banding bijak eksisting hasil teliti bijak kombinasi sizing placing hasil biaya sedia rendah hasil algoritma wagnerwithin rupa metode hasil biaya rendah bahan baku ferrosimg solar metode silver meal bahan baku solar dasar hasil usaha mnghemat total biaya sedia ferrosimg bahan baku solar
59,indonesia power kamojang salah usaha gerak bidang bisnis bangkit listrik energi panas bumi unit operasi mengkonversi energi panas bumi penuh butuh listrik masyarakat tuju model jadwal pelihara turbin sumber daya kerja laku pelihara standar jadwal pelihara operator butuh laksana kerja teliti bahas kena usul jadwal proyek pelihara turbin simple inspection turbin unit precedence diagram method proses bangkit energi listrik turbin masuk unit komponen kritis pelihara periodik time based maintenance tuju capai tingkat performance unit bangkit pelihara turbin masuk bongkar bersih periksa rakit hasil temu laksana pelihara turbin prosedur standar operasi jadwal metode chart sederhana metode chart proyek selesai aktivitas lihat jalur kritis hasil olah usul jadwal proyek pelihara turbin desember desember durasi selesai proyek total cepat banding jadwal metode chart tanggal desember januari indonesia power kamojang temu aktivitas proyek aktivitas masuk lintas kritis manfaat standar jadwal pelihara proyek pelihara turbin milik andal spesifik hubung logika gantung antarkegiatan lintas kritis giat proyek giat prioritas alam lambat
60,kencana hegar rupa industri hasil produk tekstil jenis produk hasil kain ladies kain perempuan kain suiting bahan celana kain knitting rajut hasil januari desember januari februari tingkat cacat produk total produksi yards cacat cacat blobor cacat pinggir putih cacat missprint cacat flex cacat garis rakel teliti fokus cacat blobor cacat kontribusi cacat printing teliti tuju cacat kain printing metode sigma sigma rupa terobos bidang manajemen produksi jaga tahan kualitas produk utama capai tingkat kualitas tuju zero defect tahap sigma define measure analysis improve dmai laku tahap control usaha sedia laku tahap kendali implementasi identifikasi jenis cacat diagram pareto gram pareto rupa alat persentase cacat cacat blobor produk printing laku nilai batas kendali proses produksi analisis hasil teliti kendali kualitas produk hasil tahap tahap define laku definisi standar kualitas proses produksi usaha definisi rencana tindak laku sasar tuju tingkat kualitas sigma tahap measure tahap ukur hasil hitung nilai upper control limit lower control limit laku hitung nilai defect million opportunitas dpmo nilai sigma ratarata dasar hitung nilai sigma ratarata nilai sigma dpmo tahap analyze tarik simpul kualitas kain printing proses usaha faktorfaktor utama produk cacat blobor material karyawan tahap improve laku usul material laku awas hadap karyawan
61,alir material lintas jalan lancar line balancing lintas hitung usaha laku atur layout line balancing peran tingkat efisiensi proses produksi hasil troughput harap tingkat efisiensi proses produksi layout line jahit usaha data lalupermasalahan selesai metode line balancing single machine layout peoblem genetic algorithm persentase line efficient meminimasi nilai smoothness index layout line jahit usaha pecah usaha metode line balancing single machine layout peoblem genetic algorithm hasil line efficient beda hasil hitung efisiensi layout line jahit usaha lihat nilai smoothness index dihaslkan nilai smoothness index layout line jahit single machine layout problem genetic algorithm hasil nilai usaha hasil nilai metode kilbrigdewester hasil nilai metode mathematical programming formulation hasil nilai metode helgesonbirnie rank assign heuristic moodie young hasil nilai smoothness index layout line jahit
62,rupa usaha produksi sepeda motoruntuk hasil sepeda motor produksi komponenkomponen rakit sepeda motor salah crank case left agustus lost time proses part crank case left standar ganggu kerja power konsep analisis lost time produksi standar kali konsep lean sigma lean sigma gabung lean sigma lean fokus ramping langkah siasia sigma strategi bisnis hilang boros biaya kualitas buruk efektivitas giat operasi penuh butuh harap langgan metode analisis terap temu lost time define measure analyze improve control dmaic metode proses pengaruh lost time analisis hasil analisis waste proses waste liput defect extra process waiting transportation motion dasar metode failure mode effect analysis fmea waste milik nilai risk prioriy number extra process proses repair part crank case left gompal salah proses trimming saran sosialisai metode trimming power
63,sedia sumber daya anggur tunggu proses sedia pandang boros karna eliminasi produk tempe cipta fluktuasi duga akibat butuh produk penuh sesuai pesan sedia akibat hilang jual lost sales usaha usaha alam ratarata lost sales tuju teliti pesan optimal minimal biaya sedia rugi akibat lost sales metode lost sales salah metode selesai sistem sedia bahan baku probabilistik metode lost sales banding metode tradisional pakai usaha beda ongkos total rugi akibat hilang jual hasil hitung sedia metode lost sales laku pesan optimal milik safety stock milik titik pesan tingkat layan terap metode lost sales turun rugi akibat hilang jual hasil banding metode lost sales metode pakai usaha ongkos total metode lost sales dasar hitung usaha metode tradisional hasil ongkos total metode lost sales usaha sedia hemat ongkos total
64,rupa usaha gerak bidang jasa konsultasi teknologi informasi konsumen laku barang jasa jaring koneksi internet komputer jaring cctv laksana proyek jasa jaring internet cctv april buah rencana proyek project plan rencana proyek batas usaha maksimal kerja sumber daya manusia batas hitung biaya proyek beban konsumen tuju teliti rencana proyek laksana proyek jasa jaring internet cctv rencana proyek durasi laksana proyek optimal kelola sumber daya manusia hitung total biaya proyek tanggung konsumen proyek libat tenaga kerja orang manajer proyek orang staf administrasi orang staf technical support orang staf localloop dasar hasil olah data hitung durasi metode precedence diagram method durasi laksana proyek kerja dasar jadwal identifikasi overallocated resource akibat tenaga kerja tenaga kerja tenaga kerja localloop tanda persentase butuh tenaga kerja localloop tanggal april april april april tenaga kerja technical support tanda persentase butuh tenaga kerja tanggal april terap metode resource leveling hasil kelola tenaga kerja optimal tanda persentase tenaga kerja manajer proyek staf administrasi localloop technical support butuh durasi laksana proyek denga terap metode resource leveling total biaya proyek rupa biaya aktivitas masingmasing proyek total biaya proyek jasa jaring internet cctv
65,program rupa metode standariasi usaha manajemen kontribusi hadap aktivitas kerja usaha kontribusi liput hadap boros kerja efsiensi efektifitas kerja operasional layan teknologi informasi universitas widyatama peran kelola pelihara unit jenis hardware personal computer dukung giat akademik temu lapang kena atur tata unit display informasi kena lokasi unit operasional layan dampak sulit cari unit alat teliti tuju mengimpelentasikan rancang hadap kondisi kualitatif banding kondisi usul rancang identifikasi salah basic seven tools definisi kumpul data identifikasi identifikasi akar aju implementasi solusi data dukung rencana usul rancang laku data observasi liput data primer sekunder iri pilah identifikasi pilah pisah unit dasar klasfikasi kondisi unit konidisi rusak seiton tata unit lokasi kodifikasi kondisi seiso bersih bersih unit hardware sesuai karakteristik unit seiketsu rawat laku cleaning bersih periksa inspection giat shitsuke laku giat atur sistem kegaiatan standar usaha standard operating procedure
66,berkah jaya sepatu rupa usaha industri produksi sepatu jenis sepatu produksi sepatu pantofel sepatu bahan baku utama usaha kulit sapi sedia bahan baku berkah jaya sepatu alam tumpuk bahan baku kulit sapi lembar biaya sedia bahan baku usaha metode konvensional bijak usaha beli bahan baku teliti tuju identifikasi beli bahan baku frekuensi pesan bahan baku kulit sapi optimal berkah jaya sepatu metode economis order quantity pilih teliti identifikasi metode asumsi sedia proses produksi metode just time pilih strategi pesan biaya beli bahan biaya simpan usaha dasar hasil teliti metode pesan optimal lembar frekuensi beli kalitahun total biaya hasil hitung metode pesan optimal lembar frekuensi beli kalitahun total biaya lihat hasil hitung total biaya sedia hasil hitung metode alam turun metode alam turun lihat biaya pesan biaya simpan metode hasil turun biaya lihat biaya pesan biaya simpan metode hasil turun biaya signifikan banding hitung metode konvensional bijak usaha
67,usaha hadap optimasi aspek utama distribusi manajemen distribusi stock barang tekan sedia barang upaya penuh permintaaan konsumen mutu pupuk kujang usaha produsen pupuk subsidi nonsubsidi komitmen penuh penuh pupuk area jawa barat usaha lokasi cikampek posisi master distribution tugas perintah pasok pupuk utama pupuk subsidi kota kabupaten jawa barat tuju teliti laku upaya rencana jadwal aktivitas distribusi usul jadwal distribusi optimal terap usaha capai tuju teliti metode distribution requirement planning identifikasi butuh kuantitas pesan penuh periode optimalisasi biaya distribusi lihat banding ongkos total distribusi metode usaha ongkos total distribusi metode pesan pupuk subsidi fluktuatif cabang distributor stock pesan backorder usaha alam biaya distribusi banding akibat tingkat frekuensi pesan pengaruh intensitas pengirman barang ongkos kirim upaya minimasi biaya distribusi usaha laku olah data metode distribution requirenment planning ukur pesan metode eqonomic order quantity hasil teliti biaya distribusi usaha metode banding metode usaha metode pangkas biaya distribusi alam turun biaya distribusi ddibandingkan metode usaha
68,konsumen dampak hadap sedia bahan baku usaha tuntut konsumen hadap produk batas harga kualitas layan layan maksud rupa sedia produk konsumen sesuai butuh tuju teliti identifikasi safety stock biaya pesan size reorder point bahan baku laku rencana sedia bahan baku tauhid lembang usaha cegah bahan baku datadata usaha milik karakteristik tingkat variasi datadata olah metode heuristic silvermeal hasil teliti safety stock bahan baku karung dasar hitung size metode heuristic silvermeal kali pesan biaya pesan pesan bahan baku reorder point karung dasar hasil hitung hitung total sedia metode heuristic silvermeal total biaya sedia bahan baku tauhid lembang
69,tingkat cemar jawa barat tingkat contoh tingkat cemar tingkat usaha ukur kerja bisnis rumah batik komar buah industri batik laku riset ukur kerja bisnis usaha hadap dampak timbul hadap lingkung sisi usaha bahan kimia usaha program latih kena lingkung hadap karyawannya teliti tuju kerja gscm usul hadap usaha metode green scor rupa alat ukur kerja rantai pasok dampak lingkung metode green scor proses bobot normalisasi data aktual usaha bobot laku metode hitung bobot laku dasar hirarki atribut kerja rantai pasok alir bisnis divalidasi proses normalisasi hitung nilai aktual tervalidasi metode snorm boer hasil normalisasi sortir traffic light system kerja usaha rumah batik komar kerja gscm rumah batik komar jalan optimal hasil ukur kerja kategori hijau pakai listrik persentase bahan bahaya persentase kemas rusak limbar cair barang kirim dketepatan dokumen kirim persentase keluh konsumen persentase barang kategori kuning pakai persentase bahan cacat fleksibilitas usaha efisiensi bahan fleksibilitas produksi usaha kategori merah persentase pakai bahan kimia persentase pasok persentase bahan daur ulang persentase karyawan latih kena manajemen lingkung usul indikator capai target usaha ganti bahan kimia ramah lingkung usaha kerja usaha kelola limbah usaha laku latih manajemen kelola lingkung hadap karyawannya tingkat kerja usaha aspek lingkung
70,rancang tata letak fasilitas rupa salah langkah rencana pabrik luas masuk proses produksi milik karakteristik khusus pabrik produksi rupa krusial pengaruh kerja usaha lancar produksi perhati salah factor lancar produksi tata letak layout fasilitas produksi efisien mesinmesin produksi alat material handling operator perhati tata letak pengaruh alir produksi pindah komponen produk proses kerja works process pilih alternatif layout rupa langkah kritis proses rencana fasilitas produksi layout pilih hubung fisik aktivitasaktivitas produksi langsung alternatif metode rancang layout produksi rancang layout group technology hasil rancang tata letak efisien group technology rancang layout banding metode clustering metode rank order clustering metode rank order clustering metode direct clustering algoritm banding olah metode beda hasil rancang tingkat efisiensi group technology milik buah aplikasi libat kelompok mesin dasar komponenkomponen manufaktur lihat hasil olah metode aplikasi cellular manufacturing kerja layout cellular manufacturing dasar konsep kerja product process dasar cell kelompok mesin untung cellular manufacturing salah produk beda jenis laku proses produksi hasil olah metode proses rancang layout dasar metode hitung ongkos material handling utilitas
71,wiska rupa usaha gerak bidang industri tekstil usaha lengkap mesinmesin produksi mesinmesin canggih modern sistem komputer otomatis mesinmesin tuju tingkat kualitas kuantitas produksi wiska proses produksi hanging handuk alam cacat produk batas toleransi cacat akibat masingmasing proses produksi identifikasi proses celup data cacat produksi proses cutting buah produksi buah proses finishing produksi tuju teliti identifikasi mode gagal dasar proses produksi hanging handuk basic event metode fault tree analysis identifikasi gagal pengaruh lihat nilai risk priority number hasil kali nilai severity occurrent detection tabel failure mode effect analysis fmea usul nilai metode input metode fmea metode rupa metode basic event gagal dasar gagal fmea rupa metode eliminasi peluang gagal basic event output usaha nilai risk priority number gagal krusial nilai hasil teliti menetahui hasil basic event olah metode salah gagal proses celup event bahan kusut masuk mesin simpul basic event cacat space tata letak fasilitas manajemen simpan pasu sabun lembut suhu kurangn menit kotor tempel bahan baku lingkung hasil metode fmea proses busa buih nilai space tata letak fasilitas nilai jenis kain beda nilai nilai hasil kali nilai severity occurent detection hasil brainstorming karyawan wiska usul gagal improve lingkung kerja rencana tata letak gudang
72,abadinusa usahasemesta usaha produksi sphygmomanometer part kenal istilah tensimeter merek abadinusa laku giat ekspor negaranegara jerman perancis korea jepang amerika serikat australia afrika selatan usaha produksi distribusi produk habis pakai konsumabel hemodialisa cuci darah hemodialisa rupa salah terapi pasien gagal ginjal kronik proses hemodialisa material barang habis pakai pakai layan hemodialisa barang habis pakai konsumabel dialyzer blood line avfistula concentrate acid bicarbonatemasalah hadap usaha kirim konsumabel kirim laku efektif efisien lambat kirim lambar jadwal kirim susun jadwal kirim laku berdasrkan surat pesan masuk rumah sakit pengriman perhati proses hemodialisa laku konsumabelnya sedia vehicle routing problem rupa hitung optimasi rute kirim konsumabel hemodialisa hitung bantu software horizon software milik banding software tampil solusi lengkap tampil rute dasar hasil olah data hitung alternatif rute kirim konsumabel hemodialisa kendara kapasitas sesuai rute rupa solusi kirim hadap usaha hasil hitung alternatif rute kirim konsumabel hemodialisa usaha laku kirim kali minggu kendara kapasitas paket unit alernatif rute rute layan rumah sakit syamsudin rumah sakit bhayangkara sukabumi rumah sakit dustira rumah sakit cibabat rute layan rumah sakit labuh cirebon rumah sakit ciremai cirebon rumah sakit linggajati rumah sakit juanda kuningan rumah sakit banjar rumah sakit prasetya bunda tasikmalaya rute layan rumah sakit immanuel bandung rumah sakit khusus ginjal habibie bandung
73,soreang utama rupa usaha jasa gerak bidang distributor bahan bangunanmaterial sedia barang semen barang sedia aktivitas usaha salah usaha boros segi aktivitas nilai laku aktivitas nilai value added activities teliti tuju aktivitas nilai proses unloading usul aktivitas nilai proses unloading usul cacat produk usaha teliti laku lean faktorfaktor potensi boros usaha hilang gerak hilang value added activities produk cacat kemas hasil teliti tarik simpul aktivitas unloading detik hilang aktivitas nilai detik aktivitasaktivitas nilai usul laku proses buka tali terpal unloading hilang aktivitasaktivitas nilai laku usul cacat produk
74,rupa salah industri tekstil lokasi kota cimahi jawa barat produksi kain tenun hadap usaha cacat proses produksi kain tenun ratarata cacat januari desember masuk kategori grade ratarata cacat kain tenun produksi standar usaha cacat milik dampak turun harga usaha alam rugi tuju teliti laku identifikasi jenis cacat kain tenun cari faktor cacat diagram fishbone dampak cacat hasil usul reduksi cacat metode failure mode effect analysis fmea diagram fishbone rupa alat identifikasi cari faktor cacat bantu nilai occurence metode fmea metode fmea rupa metode prioritas dasar nilai risk priority number nilai tingkat parah deteksi laku usaha dasar hasil teliti prioritas cacat reduksi identifikasi jenis cacat pakan rangkap double cacat pakan kptr lus tegang kendor hasil teliti diagram fishbone faktorfaktor cacat kain tenun lelah kerja akibat benang lipat lihat pasang benang mesin kerja disiplin awas tekan mesin water loom salah setting mesin simpul teliti hasil metode fmea dasar nilai cacat double laku istirahat istirahat nyaman teduh kerja cepat lelah laku awas kerja periksa pasang benang mesin water loom jadwal rawat mesin
75,evaluasi kerja pasok buah usaha usaha kerja masingmasing pasok bahan rekomendasi pasok handal penuh butuh bahan baku butuh metode sesuai nilai evaluasi kerja pasok dasar kriteriakriteria komprehensif wakil nilai kerja pasok metode sesuai kondisi usaha dasar kondisi villahtex metode cocok terap metode hitung human psychology blindness tingkat keraguraguan nilai manusia kriteria pilih nilai evaluasi kerja pasok kualitas harga kirim fleksibilitas respon hasil hitung metode peringkat pasok kerja polysindo nilai bahan baku tifico nilai bahan baku keris nilai bahan baku
76,rupa buah usaha manufaktur gerak bidang komponenkomponen pesawat terbang proses rencana kendali produksi sedia peran langsung usaha proses supplier dasar harga tawar cepat kirim janji teliti fokus bahan baku rubber dice alam lambat tumpuk sedia boros biaya pesan biaya simpan kualitas bahan baku standar harga bahan baku mahal bahan baku rubber dice rupa bahan baku tingkat usaha supplier timbul sulit atur jadwal masuk gudang kendali supplier atur bayar pesan bahan baku usaha laku seleksi supplier metode pesan bahan baku penuh optimal supplier bekerjasama jangka tuju teliti kriteria supplier bahan baku rubber dice pilih supplier metode analytical hierarchy process metode rupa metode ambil putus informasi butuh timbang putus struktur hirarki hasil teliti urut ranking supplier proses dasar olah data kriteria milik bobot kriteria kualitas pengaruh kriteria kriteria sedia barang harga fleksibilitas kirim layan langgan peringkat supplier bobot supplier karet abadi bobot rupa prioritas pilih supplier bahan baku rubber dice kriteria subkriteria usaha capai supplier karet abadi
77,sistem informasi akademik saji informasi cepat akurat dukung sistem database integrasi teknologi informasi basis tangan kelola saji datadata proses kelola daftar wisuda online jurus mahasiswa fakultas teknik informatika universitas widyatama aplikasi rekayasa perangkat lunak registrasi bimbing online universitas widyatama bangun efektif mengefesienkan proses registrasi bimbing mudah dukung teknologi media teknologi tawar mudah akses pakai manfaat jaring komputer ambil untung teknologi metode analisis rancang sistem metode data flow oriented pakai tool data flow diagram rancang basis data model relasi manfaat tool entity relationship diagram diagram sistem implementasi bahasa program mysql server versi abetant database tools bangun site macromedia dreamweaver phpmyadmin beta kunci bimbing online
78,peneliitan bahas sedia probabilistik bahan baku rizky utama rupa salah usaha industri kelas menangah industri makan ringan kripik singkong daerah pasar cangkup wilayah jawa barat usaha fluktuasi hadap sedia bahan baku utama singkong fluktuasi proses produksi ganggu usaha penuh konsumen teliti tuju hindar bahan baku pesan optimum minimal biaya sedia model probabilistik back order lost sales titik pas reorder point sedia aman safety stock ongkos total sedia bahan baku hasil olah analisis sedia bahan baku probabilistik model back order lost sales banding model back order lost sales model back order sedia optimal titik pesan reorder point sedia aman safety stock ongkos total sedia bahan baku model lost sales sedia optimal titik pesan reorder point sedia aman safety stock ongkos total sedia bahan baku
79,motekar shoes rupa usaha manufaktur produksi jenis sepatu kets sepatu kets tipe pendek sepatu kets tipe motekar shoes laku rencana produksi dasar hitung kasar acu jual periode laku buah ramal usaha alam hilang lost sales barang penuh safety stock usaha kapasitas produksi maksimal capai produksi tuju teliti usul rencana jadwal induk produksi dasar hasil ramal capai tuju teliti metode rough capacity planning rccp identifikasi banding kapasitas sedia milik usaha kapasitas butuh laksana rencana produksi dasar hasil olah data rencana produksi periode metode double moving average hasil jadwal produksi langsung terap alir produksi usaha hasil identifikasi kapasitas laku rccp stasiun kerja alam kendala kapasitas kapasitas periode periode total kapasitas stasiun kerja stasiun kerja stasiun kerja rancang kapasitas stasiun kerja olah rccp alternatif rencana jalan alir produksi usaha alternatif laku alternatif turun kapasitas produksi sesuai kapasitas sedia alternatif leveling demand alternatif sesuai kapasitas stasiun kerja alternatif pindah operator usul terap suai dasar alternatif beban kerja stasiun kerja laku suai hadap produksi alokasi periode hasil estimasi usul suai kapasitas alternatif pilih alternatif usaha terap rencana jadwal induk produksi sesuai hasil ramal pasang sepatu kets tipe pendek pasang sepatu kets tipe rencana usaha alam lost sale
80,hexindo adiperkasa usaha gerak bidang jual alat berat sewa alat berat jual part dukung remanufacturing hexindo adiperkasatbk layan layan relatif cepat hasil layan sistem informasi milik usaha bantu usaha layan sistem informasi milik usaha sistem informasi sedia core remanufaktur milik layan timbul sistem informasi manajemen sedia barang data barang atur layan akibat data diinput sistem informasi data diinput urut dasar tingkat tuju teliti pilih kriteria sistem informasi manajemen sedia core rem usaha metode analytical hierarcy process metode analytical hierarcy process metode ambil putus metode banding metode milik kriteria subkriteria detail dasar hasil olah data kriteria subkriteria alternatif dasar metode analytical hierarchy process hasil masingmasing kriteria level data customer data bayar data warehouse history part hasil bobot kriteria data customer usaha mengganggap kriteria data customer rupa kriteria pilih sistem informasi hasil pilih kriteria sistem bobot kriteria kriteria rupa kriteria hasil masuk usaha sistem informasi manajemen
81,kereta logistik kalog rupa usaha gerak bidang layan jasa angkut barang letak wilayah jakarta pusat kereta logistik rupa jasa gudang elo jakarta gudang pasar turi letak surabaya fungsi utama kalog elo jasa gudang transit salah giat utama elo bongkar muat barang kelola bongkar muat barang tuju hasil efektif efisien elo tenaga biaya kalog proses efektif efisien laku kaji giat bongkar muat barang banding giat hitung biaya operasional bongkar muat area gudang laku maksud laku biaya bongkar muat barang alat pindah material handling butuh rangkai kereta penuh kerja teliti laku biaya bongkar muat rangkai kereta gerbong kurun metode cocok klasifikasi biaya metode activity based costing metode laku kelompok biaya dasar aktivitas giat bongkar muat barang hitung biaya bongkar muat metode akurat efisien akurat tingkat laba usaha jangka terap metode laku usaha rinci biaya teliti laku hitung total biaya existing total biaya usul rencana motor roda trolley gantry crane risteker banding total biaya existing biaya usul rencana banding biaya biaya operasional existing nilai biaya operasional bongkar muat usul rencana nilai biaya usul bongkar muat barang ton nilai biaya existing arti usaha untung biaya bongkar muat akurat tingkat kompetisi usaha kalog usaha jasa saing tarif murah layan akurat
82,rupa usaha gerak bidang retail usaha milik gudang simpan laku distribusi toko aktivitas kerja gudang laku manual handling akibat keluh pegalpegal operator stasiun kerja area gudang stasiun kerja loading stasiun kerja unloading stasiun kerja picking tuju teliti rancang stasiun kerja turun tingkat risiko cedera alami operator departemen gudang metode teliti laksana observasi kuesioner nordic body laku olah data metode ovako work posture analysis system owas metode cummulative trauma disorders ctds risk index hadap stasiun kerja kritis hasil teliti stasiun kerja unloading tingkat risiko cedera bahaya metode owas operator kategori arti metode ctds risk index hasil ukur index rekomendasi alat bantu rupa handtruck turun tangga turun tingkat risiko cedera metode owas metode ctds risk index
83,produk katalis jenis ammonia plant rupa produk produksi fungsi katalis dukung proses produksi pupuk urea hadap usaha proses produksi katalis kadar natrium proses lepas spesifikasi produk maksimal part million dampak kadar natrium rework ratarata imbas proses biaya rework tuju teliti hilang rework akibat kadar natrium proses lepas atur proses optimal nilai kadar natrium sesuai spesifikasi biaya proses optimal proses optimasi laku metode respon muka parameter atur teliti rupa suhu kering katalis tekan kuantitas bilas tekan udara nilai parameter kombinasi faktorial ordo metode central composite design ordo coba bantu aplikasi minitab simpul teliti persentase rework biaya tangan rework tangan rework
84,perkakas rekadaya nusantara rupa usaha gerak bidang manufaktur ruang lingkup produksi komponen otomotif tools jigs spesial mesin penuh standar kualitas internasional usaha celaka kerja tingkat insiden kerja orang tingkat parah hilang kerja orang tingkat insidentenaga kerja ratarata hilang hilanginsiden safetscore safetscore standar usaha toleransi arti turun kerja usaha tuju teliti identifikasi potensi bahaya risiko lini produksi produk steering shaft rancang safety analysis metode nilai risiko usul kerja usaha metode rupa metode ajar kerja identifikasi bahaya potensi insiden hubung langkah giat kerja hasil potensi risiko nilai nilai risiko rupa metode nilai severity likelihood hadap risiko usaha hasil teliti usul rancang safety analysis lini produksi steering shaft rancang konveyor proses expand swaging proses double spindle proses turning proses milling proses scrap cutter proses thrade rolling proses final inspection hasil nilai risiko potensi risiko lini produksi steering shaft kategori signifikan usul denganm laku edukasi kena hadap operator tingkat peduli operator hadap diprusahaan
85,teliti tuju identifikasi potensi bahaya hazard laku rangking hadap risiko potensial rekomendasi sesuai potensi bahaya hazard tingkat risiko dominan area ruang server manfaat teliti manfaat terap ilmu metode hazard operability hazop usaha gambar kena potensi bahaya tingkat risiko bahaya usaha laku awas manajemen faktor lingkung hadap awas sehat kerja metode teliti deskriptif kuantitatif metode hazop teknik kumpul data observasi dokumentasi deskripsi laksana selamat sehat kerja lokasi teliti area ruang server lantai gedung utama geger kalong bandung hasil teliti rupa rekomendasi sesuai potensi bahaya hazard tingkat risiko dominan area ruang server
