,abstract
56,branding rangkai langkah giat komunikasi laku usaha rangka proses bangun brand laku giat komunikasi konsumen susun rencana buah merek kenal target konsumen taman budaya jawa barat pusat seni budaya jawa barat milik media informasi promosi giat dukung proses generasi lestari budaya lupa masyarakat kategori dewasa muda kota bandung rancang konsep visual branding taman budaya jawa barat kenal masyarakat kota bandung pusat seni budaya jawa barat tampil ikon seni budaya ikon taman budaya jawa barat implementasi konsep desain pecah tahap liput strategi komunikasi konsep bentuk konsep tipografi konsep warna hasil filosofi logo wakil taman budaya jawa barat utuh pilih material ukur media jabar teknik bahas biaya produksi cakup teknis kerja desain hasil wujud visualisasi karya desain branding aplikasi media promosi giat taman budaya jawa barat
57,loakarya rupa startup gerak bidang lingkung fokus kelola limbah metode upcycle recycle loakarya kreasi produk dasar butuh konsumen bahan dasar salah limbah sampah daya komunitas lokal masyarakat loakarya hasil kreasi rupa produk selesai lingkung sosial indonesia loakarya milik beda usaha sedia jasa produk daya komunitas lokal manfaat limbah usaha sadar upaya promosi nama awareness masyarakat target audiens tuju rancang kenal loakarya rupa video company profile upaya tingkat brand awareness video company profile rupa buah audio visual produksi cipta image usaha rancang kenal usaha informasi usaha visi misi usaha unggul unggul usaha milik usaha video company profile muat media youtube website sosial media
58,daerah pesisir utara jawa salah milik arif lokal waris budaya hasil rajin batik dunia oktober unesco batik indonesia waris manusia budaya lisan wujud rancang buku warna card game motif batik pesisir utara jawa upaya tingkat alam batik pesisir utara jawa unik beda motif batik daerah buku warna card game milik tuju utama media sosialisasi tingkat paham alam proses senang interaktif kenal motif batik pesisir utara jawa buku warna buah buku jajar bidang gambar buku warna rupa jalan tuju damai pikir meditasi jenis nirwana psikologis card game buah main laku papan main orang papan card game main interaksi langsung main buku warna card game bantu reda stres alih perhati jenuh aktifitas aktifitas padat lelah stress relief dewasa usia dewasa orang libat krisis hidup cemas tingkat
59,kembang teknologi butuh manusia butuh cakup sandang pangan hibur digital salah butuh contoh main jarang game turn based strategy tema tank produksi sembilan puluh tarik game tank genre strategy flatform smartphone karya tugas tuju angkat game turn based strategy jarang produksi game jenis strategy tema tank kaya jenis game
60,rancang tuju hasil rancang user interface aplikasi marketplace karya seni bentuk prototipe software program multimedia adobe khusus rancang buah prototipe rancang muka teori kena desain prinsip rancang prinsip kerja desain prinsip desain aplikasi komunikasi layout fungsi pesan kesan capai dasar analisis competitor butuh target audience konten konten tampil kelompok informasi informasi butuh sketsa implementasi hasil bentuk prototipe digital hasil rancang liput prototipe desain user interface aplikasi bayar digital prototipe user interface website aplikasi marketplace karya seni media publikasi merchandise harap system aplikasi marketplace karya seni implementasi bentuk aplikasi bantu seniman cari nafkah jual pasar karya seni jual khalayak
61,salah sukses usaha marketing promosi kondisi video iklan above line biaya video iklan sederhana iklan media sosial video testimoni ichiyo yogurt kenal produk masyarakat luas beda video iklan tahap tahap praproduksi tahap produksi tahap pasca produksi metode kumpul data metode deskriptif kualitatif video testimoni utama proses pasca produksi rupa kolase video testimoni edit rupa video tarik lihat dengar hasil rancang video testimoni durasi menit ichiyo yogurt kenal media audio visual saji figur artis ustads anggota dprri kenal produk video testimoni harap bantu dongkrak jual ichiyo yogurt tahap umkm terap konsep aida awareness interest desire action
62,game edukasi tarik kembang game edukasi visualisasi nyata game edukasi milik bentuk ajar cepat tarik manfaat game edukasi edar ajar rancang visual langkah rangka game sungguh hasil rancang rupa konsep tuang bentuk artbook tuju rancang sedia assete game kembang game
63,lingkung rupa kembang kota bandung salah kawasan resap bandung utara kawasan resap alih fungsi akibat kota bandung landa banjir cileuncang hujan deras guyur kota bandung perintah kota bandung badan kelola lingkung hidup kota bandung gagas program juta biopori kota bandung dampak banjir cileuncang program juta biopori program canang perintah kota bandung hadap kendala masyarakat kena program program juta biopori kampanye rangka tingkat paham masyarakat kota bandung kena program rancang kampanye acu teknik ganjar metode reason demonstration tahap liput rancang logo kampanye warna jenis huruf typeface dukung pesan verbal tata letak layout konsep strategi komunikasi media gaya teknis kerja merinci aspek produksi faktor biaya budgeting rencana seksama pilih material ukur media kampanye jabar teknik bahas biaya produksi cakup teknis kerja desain hasil wujud visualisasi karya desain media kampanye nyata bentukbentuk media basis komunikasi visual
64,kembang pariwisata lombok gencar perintah daerah nusa tenggara barat laku program pulih akibat fenomena bencana alam gempa bumi insan pariwisata indonesia rupa salah organisasi aktif upaya tingkat bidang pariwisata lombok salah laku kenal destinasi wisata lombok garis lombok rupa salah daerah andal destinasi wisata mata cahari masyarakat informasi destinasi wisata audiens komunikasi jalan efektif rancang desain pesan komunikatif rancang metode teliti liput metode studi literatur metode wawancara metode surveyobservasi dokumentasi rancang konsep visual teknik dukung capai tuju komunikasi fotografi videografi elemen desain rancang desain terap media sesuai target audiens sosial media videografi website photo booth postcard rancang harap media promosi efektif capai target audiensnya tingkat upaya tingkat sektor pariwisata lombok
65,marak main balap minat gadget utama main balap mudah main smartphone main balap erat hubunganya lintas balap jenis karakter lintas berbedabeda contoh lintas tekstur aspal milik karakter mulus lintas tekstur tanah milik karakter gelombang main lihat tekstur kain utama kain denim main balap tarik main balap tema bahan kain denim kain denim main lintas balap jenis kain denim milik karakter tekstur berbedabeda kait hubung jenisjenis lintas balap dunia nyata karya tugas tuju wawas masyarakat jenisjenis kain denim seharihari main judul denim race main smartphone jenis android
66,logo dasar buah identitas visual buah buah logo aspek perhati warna tiporafi layout teliti perushaan jasa letak dompu meredesain identitas visual rancang buah identitas visual rupa logo rancang buah logo harap bantu usaha membranding ulang tarik perhati langgan jasa metode kumpul data laku perancagan laku wawancara kerja kena konsep logo tema bentuk media teknik rancang studi literatur internet analisis rancang analisis analisis fungsi analisis media metode teliti metode teliti kualitatif teliti sifat deskriptif cenderung analisis hasil rancang logo teknik rancang teknik combination mark kombinasi tulis gambar tema tampil kesan simple modern tarik perhati jasa identitas visual rupa logo harap membranding perushaan saing perushaan tarik perhati konsumen dompu
67,buku sekolah rupa buah buku dokumentasi kemas dasar pikir bentuk apresiasi seni siswa buah butuh bentuk desain buku sekolah lihat formal siswa kesan muat buku sekolah dasar pikir unreject production usaha basis kreatif inovatif rancang desain buku sekolah konsep desain modern mengenyampingkan butuh klien sendi selenggara acara giat buku sekolah giat tampung aspirasi siswa padu unsur seni buku sekolah buah tangan siswa lepas lulus rancang visual merek acu metode bentuk merek bidang desain komunikasi visual spesifik ilmu desain grafis tahap liput rancang identitas visual merek warna jenis huruf weface dukung pesan verbal tata letak layout konsep strategi komunikasi media gaya teknis kerja merinci aspek produksi faktor biaya budgeting hams rencana seksama pilih material ukur media aplikasi visual merek kota jabar teknii bahas biaya produksi cakup teknis kerja diiaiui desain hasil tenvujudnya visualisasi karya desain merek kota nyata bentukbentuk media basis komunikasi visual
68,efishery rupa buah startup teknologi akuakultur asia kembang inovasi bidang akuakultur efishery disrupsi metode budidaya ikan tradisional solusi mutakhir ekosistem akuakultur tawar platform endtoend sedia akses pakan biaya pasar tani ikan udang efishery tuju bangun ekosistem akuakultur indonesia untung tani beli juta orang hadap lapar pandemi juta orang hadap lapar salah industri kembang akuakultur kontribusi signifikan hadap tahan pangan potensi efishery kembang aplikasi tambak udang laku riset hadap butuh tambak rancang hadap desain user interface aplikasi
69,cari buah toko daerah kosambi kota bandung jual roti bumbu khas bandung cari tahan hadir saing produk cari strategi tahan eksistensi bisnis pilih konsumen rancang sistem identitas visual integrasi konsep vintage indonesia milik daya tarik tonjol nilai merk cari homemade khusus segi kait identitas visual merk hadir masyarakat pilih konsumen anggap legendaris
70,noken rupa benda budaya milik masyarakat papua sengaja pilih nama media online milik filosofi luas nama noken ambil kandung unsur sejarah kultural milik filosofi budaya segi akronim muat konten kompleks noken akronim news berita overview pandang tinjau ikhtisar knowledge entertainment education hibur didik nature alam papua portal mempopulerkan noken rupa salah waris dunia saji berita noken live junjung netralitas idependensi profesionalitas output berita hasil saji fakta didik harap informasi beda portal online papua saji berita bentuk tulis manja kunjung noken live konten program basis video bentuk berita talk show feature profil tokoh jalan tugas liput koresponden noken live junjung kode etik jurnalistik pegang teguh undangundang pers fokus prioritas informasi saji noken live kait bangun fisik fisik ekonomi masyarakat sumber daya manusia infrastruktur publik aksesibilitas kapasitas daerah karakteristik daerah harap media online noken live usung slogan suara bangun papua aspek hidup sekira tampung menyebarluaskan bentuk berita positif khusus maju bangun tanah papua edukasi junjung arti buah nilai berita
71,salah tuju utama pakai jaga pakai nyaman iklim panas busana sedia lindung bakar sinar matahari dampak iklim dingin sifat insulasi termal pakai lindung tubuh lihat pakai tindak lindung unsurunsur rusak masuk hujan salju angin kondisi cuaca matahari pakai tingkat risiko giat kerja olahraga pakai kadangkadang pakai lindung bahaya lingkung serangga bahan kimia bahaya senjata kontak abrasif pakai lindung lingkung pakai pakai pakai masker iring kembang jaman brandbrand pakai indonesia muncul local brand kalah bagus kualitas brandbrand negeri salah saildays lokasi camat cipanas kabupaten lebak provinsi banten rancang desain website kenal brand saildays masyarakat khusus anak muda indonesia katalog baju katalog celana akses website mudah transaksi website harap saildays kenal orang konsumen susah payah lihat katalog harga pakai promo tarik saildays
72,mecca picts studio rupa studio foto rumah gerak bidang jasa fokus photography videography mecca picts studio pilih paket suai butuh client mecca picts studio foto sesuai target audiens mecca picts studi milik beda studio foto harga jangkau mahasiswa varian paket foto banyaknamun prusahaan sadar upaya promosi nama percaya konsumen utama target audiens karna tuju rancang video promosi kenal mecaa picts studio studio foto update video promosi mecca picts studio merupahan buah audio visual produksi kenal mecca picts studio publik utama basis kota cimahi bandung rancang video promosi digunak informasi keunggulankeunggulan meccapicts studio
73,kembang teknologi informasi komunikasi alam maju pesat media elektronik rupa salah media andal informasi laku komunikasi internet jaring komputer global manfaat salah media elektronik canggih komputer penuh butuh informasi komunikasi bidang akses cepat dunia biaya relatif murah manfaat tekhnologi internet akses jarak cepat biaya relative murah usaha lomba lomba muncul inovasiinovasi hadap tekhnologi salah bentuk inovasi internet sedia fitur transaksi online realtime transaksi bisnis laku salah pesan booking hotel kamar fasilitas dunia internet kenal istilah website boking engine website laku peroses pesan booking fasilitas hotel online website booking engine jalan dasar hasil survey user bingung nyata website efektif bingung situs rupa indikator flow navigasi interface rancang website rancang ulang optimal user
74,rancang buku catat pribadi didik siswa kabupaten bandung garap dasar organisasi profesi mgbk kabupaten bandung implementasi proyeksi hasil palatihan rakernas perihal sempurna metode konsep buku pribadi siswa komunitas mgbk musyawarah guru bimbing konseling rupa organisasi wadah giat professional guru smpmts wilayah kabupaten bandung milik fungsi utama tingkat mutu proses didik ajar cermin tingkat didik euis hernawati ketua mgbk kabupaten bandung simpul saji buku pribadi siswa bentuk tulis teks nilai faktor utama siswa enggan malas baca isi buku agenda buku pribadi siswa edar sekolah kaku usang anggap tinggal zaman nilai sesuai kembang psikologi remaja usia milenial lihat tata visual buku agenda giat siswa tarik mudah paham siswa kabupaten bandung rancang buku catat pribadi didik tampil tarik tuju mudah guru wilayah kabupaten bandung nilai perilaku siswa maju akademik siswa profil siswa deskriptif konsep visual rancang buku gaya komunikasi visual novel lampir cerita dialog ajak persuasif kombinasi teks gambar mudah siswa isi lengkap dokumentasi giat sekolah sekolah mandiri foto aktivitas giat seharihari prestasi capai curah hati giat sekolah buku kemas dasar acu moodboard mekar ilmu rancang topik metode kumpul data rupa data visual data verbal kuat analisis susun capai ekspektasi organisasi profesi mgbk kabupaten bandung output desain everlasting hasil proyek rupa urai kena rancang buku catat pribadi didik tata layout buku ilustrasi proses produksi produksi pasca produksi kenal citacita hobi karakter riwayat sehat rancang buku catat pribadi didik siswa kabupaten bandung harap informasi efektif komunikatif batu klien paham target audience
75,metode baca buah relief media cetak buku tarik perhati masyarakat ajar iring kembang zaman maju teknologi tulis buah inovasi bantu masyarakat baca buah relief metode mudah tarik masyarakat indonesia turis mancanegara kunjung candi makna sejarah cerita ukir relief candi prambanan harap aplikasi media informasi baca relief candi basis multimedia interaktif bantu ajak masyarakat tarik ajar relief candi milik nilainilai sejarah aplikasi basis aplikasi ponsel tampil user interface modern sederhana kalang usia aplikasi lengkap animasi interaktif gaya animasi kenal parallax tulis animasi sederhana tarik beda gaya animasi gaya animasi gaya animasi harap kesan dramatis cerita sejarah
76,teliti tuju pengaruh trust brand image hadap minat beli dompet digital shopeepay kota bandung teliti sampel responden ambil sampel laku teknik purposive sampling karakteristik dompet digital khusus dompet digital shopeepay teliti metode deskriptif kuantitatif teknik kumpul data data primer sekunder data primer rupa angket kuisoner platform google from data sekunder literatur bukubuku catat kait teliti analisis regresi linier ganda teknik olah analisis data program spss versi hitung data hasil teliti pengaruh signifikan trust minat beli brand image milik pengaruh signifikan hadap minat beli trust brand image simultan milik pengaruh hadap minat beli dompet digital shopeepay
77,wheels rupa usaha gerak bidang otomotif khusus velg mobil teliti kait sistem pasar basis aplikasi bantu informasi kait pasar wheels tuju teliti rancang buah aplikasi sistem jual beli bantu informasi kena barang pasar wheels hasil uji sistem desain aplikasi jual beli wheels simpul usaha media promosi luas mudah bantu tingkat angka jual bantu langgan informasi cepat akurat
78,tanah salah jenis akhirakhir alternatif pdam paham kondisi tanah masyarakat timbul permasalahanpermasalahan rugi ancam langsung hidup masyarakat dasar hubung butuh bersih indonesia lahan resap utama turun kualitas kuantitas sumber daya tanah utama masyarakat kota bandung duduk tingkat tanah butuh kondisi tipis vital langsung hidup kondisi lestari alam milik peran langsung hidup generasi muda waris hidup milik peran hadap kondisi tanah lihat kondisi orang desainer milik peran pecah hambat informasi kena tanah generasi muda masyarakat generasi muda mahasiswa media kampanye bekal peran
79,saing bisnis bidang fashion ketat utama bidang pakai pasar saing tawar barang dagang produk jual konsumen tarik barang jual usaha pasar sedia sarana konsumen cari informasi detail manfaat utama cari informasi risiko belanja online miracle mates buah usaha bisnis bidang fashion brand local jual produk bajucelanatas produk fashion kembang jaman modern miracle mates butuh aplikasi basis mobile alur bisnis informasi produk integritas hubung informasi usaha bisnis konsumen mudah beli transaksi aplikasi harap miracle mates penuh target jual mudah langgan usaha laku berberlanja online
80,rintang sulit laku bisnis pandemi sisi rintang sulit ajar ilmu cipta peluang pandemi salah peluang bisnis nasi kotak bisnis nasi kotak salah bisnis makan potensial prospek bisnis nasi kotak bilang bisnis sedia nasi kotak pesan bilang bagus peluang jual nasi kotak bisnis pilih lokasi strategis ramai bisnis nasi kotak buka gerai stand kios salah bentuk manfaat multimedia bidang bisnis video promosi rupa salah promosi orang tarik milik video promosi strategi digital marketing usaha noorifood produk milik noorifood harap sinergi butuh video promosi tarik minat konsumen kena informasi produk noorifood diupload sosial media utama instagram noorifoodnya peluang orangorang lihat postingan video promosi milik potensi pasar
81,desain desain tata kelola tampil kontenkonten website tampil client terima informasi world wide desain rupa kembang website kualitas tonjol sisi fungsionalitas sisi seni estetika user interface website bantu mudah client informasi iring kembang teknologi mobile desain tuntut tampil kontenkontennya user friendly desain tuntut tampil kontenkontennya responsive ukur perangkat akses desain seni grafis rancang hati tampil sesuai tema suai warna tema pengaruh kuat hadap psikologi kunjung website desain sederhana muat tampil informasi kunjung website website kualitas
82,conceptual rupa buah proses karya utama karya animasi film video game komik karya kembang concept dunia pesat beda indonesia cenderung buku high mountains portugal karya yann martel rupa buku tarik isi pesan hubung situasi pandemic buah cerita dasar proses concept metode rancang laku kumpul data media buku film artikel dasar gambar visual unsur cerita high mountains portugal karya yann martel kemas bentuk ebook file hasil rancang conceptual book rupa gambar ilustrasi digital kemas buah buku digital ukur conceptual book adaptasi novel high mountains portugal karya yann martel harap inspirasi seniman karya bantu kembang conceptual book
83,autisme gejala ganggu kembang saraf anak hadir masyarakat luas khusus orang kota bandung informasi sebar minim orang sadar bahaya orang anak idap autisme sehat tumbuh fisik anak sadar bahaya anak autisme pengaruh faktor faktor faktor genetika orang hamil pola hidup polusi lingkung pola makan racun makan minum konsumsi autisme pandang ganggu milik tanda teks lihat kembang anak komunikasi verbal nonverbal motorik perilaku interaksi sosial lihat kondisi cemas orang desainer pegang peran usaha pecah hambat informasi kena autisme nara sumber autisme masyarakat media informasi berisik wawas kena autisme orang media informasi kena salah ganggu derita anak acu orang berjagajaga hadap kembang anak
84,woodyhood brand lokal rubby khalid aldy arieswaldy bentuk brand inovasi produk fungsi produk sentuh desain unik lihat tarik bentuk brand inovasi produk fungsi produk vest saku sentuh desain beda lihat premium iring kembang zaman budaya salah fungsi pakai penuh butuh manusia tumbuh kembang saing ketat tuntut laku industri saing kompetitif salah brand gerak bidang pakai bahas rancang brand woodyhood brand orang orang produk efisien fungsi produk terssebut
85,bentuk merek wisata kukuh eksistensi jaman kompetitif tuju giat komunikasi konsumen fokus kiprah profesional wisata proyek rancang visual merek wisata paku haji buah wisata keluarga jawa barat rancang merek wisata paku haji kenal masyarakat jawa barat khusus kota bandung implementasi konsep desain pecah gagas bidang desain komunikasi tahap liput rancang identitas visual merek jenis huruf warna dukung pesan verbal tata letak layout konsep strategi komunikasi menaplikasikan media gaya teknis kerja merinci aspek produksi budgeting pilih material ukur media aplikasi merek wisata paku haji jabar teknik bahas biaya produksi budgeting cakup teknis kerja desain hasil wujud visualisasi karya desain merek wisata paku haji nyata bentukbentuk media basis komunikasi visual
86,umkm usaha produktif milik orang badan usaha penuh kriteria usaha mikro atur atur perundangundangan sesuai erti umkm kriteria umkm beda masingmasing liput usaha mikro usaha usaha umkm mudah milik ciri khas sulit saing umkm lainnyadengan media promosi tarik memebuat media promosi orang mudah umkm mudah kenal masyarakat media promosi informasi masyarakat media promosi poster flyerbaliho banner media promosi umkm poster poster laku wawancara hadap milik umkm poster seseuai harap milik umkm wawancara proses lihat masuk poster bahanbahan lihat poster media promosi promosi produk masyarakat bodo media promosi
87,corporate identity rupa buah usaha identitas buah usaha sulit kembang dampak identitas ciri khas beda usaha buah clothing nama radical country sekian clothing kota bandung rupa clothing milik konsep alam sentuh scifi science fiction kenal milik ciri khas beda saing sulit kembang saing pasar ketat lihat hadap radical country branding jalan clothing branding rancang corporate identity buah ciri khas tonjol clothing professionalism saing clothing radical country mudah kenal kembang konsumen mudah lihat beda radical country saing
88,genre jenis film drama action horror comedy salah film dokumenter film documenter film dokumentasi nyata rekan seharihari tampil buah usaha langseng film dokumenter tampil buah usaha jarang temu salah jenis film dokumenter film dokumenter eksposisi nyata kemas real tulis pilih film documenter judul rajin alumunium pilih judul bahas proses alumunium salah langseng tuju tahan usaha angkat usaha masyarakat minat usaha alumunium tulis harap hasil produksi sesuai konsep pesan terima msyarakat
89,generasi millenial milik peluang bidang industri kreatif liput kaya intelektual asah potensi tingkat hard skill bidang spesifik pandemi covid work from home langsung faktor hambat salur minat bakat laksana mandiri rancang buku tutorial warna komik salah metode alternatif motivasi individu asah potensi tahap arah instruksi rancang tahap tahap praproduksi tahap produksi tahap pasca produksi metode kumpul data metode studi dokumenteks kualitatif hasil rancang buku tutorial warna komik halaman muat konten tips trik teknis illustrasi visual publikasi media aplikasi baca komik online webtoon mudah akses mandiri sesuai ruang segmentasi minat buku tutorial harap bantu generasi millenial motivasi eksplorasi minat bakat kembang mandiri otodidak situasi ajar daring harap saing industri ekonomi kreatif nasional internasional
90,grup musik kota bandung kian marak muncul agam genre musik unik senjata utama salah mindlock grup musik kota bandung bentuk genre hardcore mindlock rilis single rilis buah berisik buah lagu april kendala milik brand identity grup musik pesan maksimal dengar brand identity rupa buah buah bisnis wajah bisnis laku buah grup musik beda logo usaha logo buah grup musik lihat grup musik rancang brand identity grup musik mindlock cakup aspek visual logo tagline voice message visual concept pasar media offline online aplikasi brand identity grup musik mindlock buah persepsi orangorang sesuai berani eksistensi dunia musik kenal
91,bandung rupa kota identik pariwisata salah wisata sejarah bandung museum dengar museum bendabenda kuno bendabenda sejarah kait adab budaya lampau daya tarik milik kota bandung kelola arah tarik wisatawan kunjung kota bandung museum baduga salah museum pilih destinasi studi wisata bandung kunjung butuh buah media informasi bawa media informasi relevan mudah buku buku isi koleksi museum baduga buku peran media informasi museum baduga milik buah media informasi lengkap rancang buku koleksi museum kunjung informasi putar museum baduga
92,nutrisi makan anak penuh butuh gizi makronutrien mikronutrien salah sumber mikronutrien sayur anak suka sayur academic american pediatric urut khusus kenal jenis bahan makan tekstur konsistensi sesuai bayi kenal sayursayuran pulai mpasi seringkali orang sulit ajar anak suka sayur buah studi anak tarik konsumsi sayur baca buku gambar isi cerita tema sayur interaktif tulis gerak hati buah rancang buku cerita anak gambar anak usia cerita macammacam sayur jumpa masakan makan seharihari utama anakanak suka sayur buku gambar orangtua gurututor media kenal sayur pengaruh positif anak kenal tingkat konsumsi sayur anak usia balita
93,sarana transportasi udara rupa salah transportasi minat masyarakat butuh masyarakat transportasi jarak lihat tumpang terbang negeri negeri aman selamat buah terbang gantung aman maskapai pramugari laku raga selamat terbang maskapai terkadang tumpang paham lihat raga selamat sadar masyarakat selamat maskapai animasi raga selamat rupa alat bantu masyarakat maskapai terbang khusus lion sadar tarik mudah erti tumpang kalang remaja anakanak kena selamat maskapai terbang metode rancang animasi metode sdlc software development life cycle model waterfall tools rancang animasi raga semat adobe fuse dmax adobe premiere animasi raga selamat tumpang maskapai lion paham raga selamat tingkat perhati sadar tumpang
94,tulis karya tulis tuju papar rancang desain user interface user experience aplikasi kabaret buah forum kabaret bandung desain beruguna mudah ajar dasar dasar kabaret rumah
95,game development rupa proses cipta kembang video game kait rancang konsep game visual game strategi bujuk main main game konsep game development komponen bangun kualitas media gagas game konsep game asset buah game milik asset hubung karakter objek environment musik proses development game sulit realisasi milik buah game asset game carborundum rupa game development indie developer nama dazzling dreamer rancang rupa desain spritesheet game rupa asset game visual gambar konsep game rancang gaya gambar pixel tahap simplifikasi asset realis bentuk tingkat pixel rancang moga gagas game design document terima main main game
96,branding arti kuat merek produk jasa fungsi dasar buah merek beda buah merek butuh kuat kelola unsurunsur pengaruh kuat buah merek lihat gallery milik media informasi promosi giat dukung proses promosi product gallery rancang konsep visual branding product gallery mudah kenal masyarakat indonesia produsen senapan angin implementasi konsep desain pecah tahap liput strategi komunikasi konsep bentuk logo memprensentasikan product gallery pilih material ukur media jabar teknik bahas biaya produksi cakup teknis kerja desain hasil wujud visualisasi karya desain branding aplikasi media branding product gallery
97,rancang tuju tingkat citra merek lilypads rancang logo kemas feed instagram salah bentuk pasar digital rancang teori kena brand brand identity branding promosi digital marketing kemas harap pesan kesan capai dasar analisis kompetitor butuh pasar visi misi arti brand lilypads harap rancang bantu brand lilypads tingkat citra usaha capai visi misi usaha
98,bisnis klinik cantik produk produk skin care minat masyarakat indonesia utama kaum wanita rawat kulit tersier gaya hidup zaman modern luput pengaruh influencer selebriti negeri negeri gaya hidup masyarakat indonesia masuk dunia skin care aplikasi ecommerce online shopping produk produk import sulit indonesia dipungkiri dunia rawat kulit skin care pasar kembang pesat potensial indonesia blessindo prioriti abadi rupa salah distributor produk produk cantik skin care kenal klinik klinik dokter cantik indonesia luncur produk skin care merk nama favorlt jual mandiri website nama skinnyid produk rancang identitas visual sistematis tarik tarik minat gemar produk skin care saing produk produk skin care pasar indonesia
99,rancang brand identity amorfati team tuju rancang brand rancang aplikasi media dukung giat amorfati team metode rancang liput kumpul data verbal data visual proses visualisasi karya tahap rough layout comprehensive layout final design instrumen rupa pulpen kertas komputer printer scanner software desain rupa adobe illustrator adobe photosop hasil rancang rupa konsep visual tema modern warna merah putih hitam rupa warna brand dasar identitas jenis huruf modifikasi tingkat baca pola kotak miring hias cipta bentuk checkered flag kuat tema racing media rancang rebranding amorfati team rupa media utama media dukung media utama hasil liput logo aplikasi aplikasi media media dukung hasil liput decal motor wearpack decal servis tenda banner jersey board bendera card lanyard topi cutting stiker
100,kenal budaya tradisional khusus indonesia sorot utama kenal budaya masyarakat adat teliti tuju kembang hidup masyarakat kampung adat cireundeu beda masyarakat desa kampung adat cireundeu lokasi kota cimahi jarak kilometer kota bandung masyarakat kampung bilang unik makan pokok nasi masyarakat milik tata kelola lingkung konsep tata ruang atur adat kuat khusus bangun kawasan pola diversifikasi pangan makan pokok giat taat ketat turun turun makan pokok masyarakat rasi beras singkong teliti laku hadap pola konsumsi produksi pangan masyarakat kampung adat cireundeu upaya tahan pangan lokal metode laku survey observasi wawancara masyarakat adat kampung cireundeu tahan tradisi adat istiadat laku leluhur hidup masyarakat cireundeu rentang milik ubah bidang sosialbudaya perubahanperubahan jalan iring sejarah hidup masyarakat kampung adat cireundeu perubahanperubahan pengaruh faktor kembang zaman alam modernisasi suasana lingkung kampung alam modernisasi rumah tembok kenal teknologi handphone motor listrik masyarakat masuk modernisasi kampung adat cireundeu pegang teguh percaya anut turun turun leluhur tahan adat istiadat olah singkong rupa macammacam makan rasi beras singkong makan pokok tahan camil olah kering roll singkong makan makan poko seharihari tahan alam modernisasi
101,rancang sign system dprd kota bandung tunjang fasilitas lingkung gedung dprd kota bandung tuju informasi konsep rancang media komunikasi visual efektif kreatif komunikatif sign system butuh kantor instansi usaha tunjang fasilisitas masuk kantor dprd kota bandung rupa buah instansi perintah sarana informasi lokasi arah lingkung gedung proses rancang sign system gedung gedung dprd kota bandung tahap kumpul data bentuk visual observasi wawancara dokumentasi metode rencana rancang gambar sketsa coretancoretan rupa rough layout tata letak susun teks ilustrasi sign rancang font sesuai rancang utama rancang pindah computer software grafis adobe illustrator photoshop rancang rancang selesai sempurna ditindaklanjuti proses cetak print digital printing sign system milik konsep eksplorasi lokasi gedung warna sign system ambil bendera kota bandung warna hijau kuning biru modern simpel harap mudah kunjung gedung hasil rancang sign system terap plang sign system
102,bisnis kuliner kompetitif kurun masyarakat nyata hadap fakta bisnis kuliner alam curang proses masyarakat pintarpintar pilih kualitas beli kiki koekie salah usaha gerak bidang kuliner hadir tawar produk kuliner jujur proses kendala hadap kiki koekie kokoh kiprah industri kuliner masyarakat kenal mempercayai produk kiki koekie kiki koekie branding tanam kuat brandnya mata masyarakat luas branding kiki koekie tanam eksistensi produk kuliner kiki koekie benak masyarakat luas rancang visual merek acu metode bentuk merek bidang desain komunikasi visual spesifik ilmu desain grafis tahap liput rancang identitas visual merek warna jenis huruf typeface dukung pesan verbal tata letak layout konsep strategi komunikasi media gaya teknis kerja merinci aspek produksi faktor biaya budgeting rencana seksama pilih material ukur media aplikasi visual merek kota jabar teknik bahas biaya produksi cakup teknis kerja desain hasil wujud visualisasi karya desain merek kota nyata bentukbentuk media basis komunikasi visual
103,anugerah saudara usaha gerak bidang industri pakai milik brand nama cuit babywear cuit babywear lahir juni produsen alam hasil brandbrand eksport baju seharihari balita kemas milik kuat citra merek produk konsumen lihat tampil produk beli cuit babywear milik jenis produk variasi butuh efisiensi laku proses produksi tingkat jual produk cuit babywear dukung kemas tarik dukung jual produk riset laku hadap konsumen beli produk cuit temu kemas produk dukung kemas primer tarik konsumen enggan beli produk kondisi pasar butuh standar desain kemas produk tarik konsumen tarik beli desain kemas produk cuit babywear turun jual rancang tahap rencana produksi pasca produksi review produk validasi ahli nyata layak revisi tingkat media promosi proses kumpul data desain kemas baju bayi anugerah saudara laku informasi relevan brief wawancara observasi langsung data pedoman rancang hasil rancang rupa kemas produk butuh bayi lahir berisik swaddle sleepsuit bodysuit needle blanket hand puppet mitten booties kimono totebag media promosi butuh store offline desain harap desain kemas cuit babywear selesai kemas sesuai standar kemas desain inovatif tarik target audience beli produk cuit babywear imbang jual produk saing kompetitor
